strain	date	url	pango_lineage	genbank_accession	S1_mutations	clade_membership	recency	mutational_fitness	epiweek	region	emerging_lineage	host	country	division	current_frequency	author	accession	originating_lab	submitting_lab	logistic_growth
BRA/TEA-1001-447/2022	2022-01-10		BA.1.14.1	ON241750	23.00	21K (Omicron)	Older	1.17	202202	South America		Homo sapiens	Brazil	Rio de Janeiro		Souza et al N				
BRA/CWA-0601-004/2022	2022-01-06		BA.1	ON241728	23.00	21K (Omicron)	Older	1.18	202201	South America		Homo sapiens	Brazil	Rio de Janeiro		Souza et al O				
BRA/CBT-0801-004/2022	2022-01-08		BA.1	ON241682	20.00	21K (Omicron)	Older	1.14	202201	South America		Homo sapiens	Brazil	Rio de Janeiro		Souza et al P				
BRA/CRO-0901-009/2022	2022-01-09		BA.1.1	ON241718	25.00	21K (Omicron)	Older	1.23	202202	South America		Homo sapiens	Brazil	Rio de Janeiro		Souza et al Q				
BRA/2069011/2022	2022-01-05		BA.1.1	ON241673	26.00	21K (Omicron)	Older	1.22	202201	South America		Homo sapiens	Brazil	Rio de Janeiro		Souza et al R				
BRA/CEC-1001-037/2022	2022-01-10		BA.1.1	ON241688	25.00	21K (Omicron)	Older	1.25	202202	South America		Homo sapiens	Brazil	Rio de Janeiro		Souza et al S				
BRA/2069003/2022	2022-01-05		BA.1.1	ON241670	24.00	21K (Omicron)	Older	1.21	202201	South America		Homo sapiens	Brazil	Rio de Janeiro		Souza et al T				
BRA/CNT-0901-001/2022	2022-01-09		BA.1.1	ON241707	24.00	21K (Omicron)	Older	1.28	202202	South America		Homo sapiens	Brazil	Rio de Janeiro		Souza et al U				
USA/KPL-236NasalSwab/2021	2021-12-31		BA.1.15	ON532187	26.00	21K (Omicron)	Older	1.28	202152	North America		Homo sapiens	USA	Hawaii		Tseng et al				
BGD/OIS-0649/2021	2021-12-27		BA.1.15	OM570269	27.00	21K (Omicron)	Older	1.28	202152	Asia		Homo sapiens	Bangladesh	Bangladesh		Hamza et al				
USA/MO-CDC-ASC210854991/2022	2022-02-08		BA.1.15	OM815299	27.00	21K (Omicron)	Older	1.28	202206	North America		Homo sapiens	USA	Missouri		Howard et al GH		Aegis Sciences Corporation	CDC-OAMD	
USA/PR-CDC-QDX32888086/2022	2022-01-12		BA.1.15	OM455958	27.00	21K (Omicron)	Older	1.28	202202	North America		Homo sapiens	USA	Puerto Rico		Howard et al GI		Quest Diagnostics Incorporated	CDC-OAMD	
USA/OKPHL0014748/2022	2022-01-18		BA.1.15	ON559550	28.00	21K (Omicron)	One month ago	1.28	202203	North America		Homo sapiens	USA	Oklahoma		Wang et al				
USA/PA-CDC-LC0443210/2021	2021-12-17		BA.1.15	OM174691	27.00	21K (Omicron)	Older	1.28	202150	North America		Homo sapiens	USA	Pennsylvania		Howard et al GJ		Laboratory Corporation of America	CDC-OAMD	
USA/IL-CDC-ASC210505499/2022	2022-01-02		BA.1.15	OM364692	27.00	21K (Omicron)	Older	1.28	202201	North America		Homo sapiens	USA	Illinois		Howard et al GK		Aegis Sciences Corporation	CDC-OAMD	
USA/TX-CDC-LC0503019/2022	2022-01-20		BA.1.15	OM521470	27.00	21K (Omicron)	Older	1.27	202203	North America		Homo sapiens	USA	Texas		Howard et al GL		Laboratory Corporation of America	CDC-OAMD	
USA/TX-CDC-FG-245183/2022	2022-01-14		BA.1.15	OM446988	27.00	21K (Omicron)	Older	1.27	202202	North America		Homo sapiens	USA	Texas		Howard et al GM		Fulgent Genetics	CDC-OAMD	
USA/VI-CDC-2-5642089/2022	2022-02-10		BA.1.15	OM921371	27.00	21K (Omicron)	Older	1.26	202206	North America		Homo sapiens	USA	Virgin Islands		Sheth et al AZ		VI-US Virgin Islands Department of Health	CDC DVD Genomics and DIscovery Team	
RUS/LIA/2022	2022-01-27		BA.1.15	ON032858	22.00	21K (Omicron)	Older	1.23	202204	Europe		Homo sapiens	Russia	Moscow Oblast		Faizuloev et al B				
USA/OK-CDC-LC0553322/2022	2022-02-21		BA.1.15	OM941680	27.00	21K (Omicron)	Older	1.28	202208	North America		Homo sapiens	USA	Oklahoma		Howard et al GN		Laboratory Corporation of America	CDC-OAMD	
FRA/IHUCOVID-066500_Nova1/2022	2022-02-07		BA.1.15.1	ON444532	27.00	21K (Omicron)	Older	1.30	202206	Europe		Homo sapiens	France	France		Levasseur et al Q				
USA/MO-CDC-ASC210699595/2022	2022-02-10		BA.1.15	OM784388	27.00	21K (Omicron)	Older	1.32	202206	North America		Homo sapiens	USA	Missouri		Howard et al GO		Aegis Sciences Corporation	CDC-OAMD	
Peru/PE-LMA-UW21122144710/2021	2021-12-21		BA.1	ON150709	27.00	21K (Omicron)	Older	1.26	202151	South America		Homo sapiens	Peru	Peru		Roychoudhury et al V				
PER/LSP1872/2022	2022-01-15		BA.1	ON183348	25.00	21K (Omicron)	Older	1.21	202202	South America		Homo sapiens	Peru	Peru		Kosek et al A				
CHN/CS-Jin/2021	2021-12-24		BA.1	OM679341	23.00	21K (Omicron)	Older	1.16	202151	Asia		Homo sapiens	China	China		He et al B				
PER/LSP0926/2022	2022-01-11		BA.1	OM942934	24.00	21K (Omicron)	Older	1.19	202202	South America		Homo sapiens	Peru	Peru		Kosek et al B				
USA/WI-CDC-ASC210552313/2022	2022-02-10		BA.1	OM820683	27.00	21K (Omicron)	Older	1.26	202206	North America		Homo sapiens	USA	Wisconsin		Howard et al GP		Aegis Sciences Corporation	CDC-OAMD	
USA/VA-VTVAS3-GSC34229/2022	2022-02-01		BA.1	ON605887	27.00	21K (Omicron)	One month ago	1.25	202205	North America		Homo sapiens	USA	Virginia		Laoh et al				
PER/LSP1286/2022	2022-01-13		BA.1	ON183276	27.00	21K (Omicron)	Older	1.24	202202	South America		Homo sapiens	Peru	Peru		Kosek et al C				
TWN/CGMH-CGU-118/2021	2021-12-20		BA.1	ON005336	27.00	21K (Omicron)	Older	1.27	202151	Asia		Homo sapiens	Taiwan	Taiwan		Tsao et al M				
PER/LSP1036/2022	2022-01-12		BA.1	ON039331	27.00	21K (Omicron)	Older	1.27	202202	South America		Homo sapiens	Peru	Peru		Kosek et al D				
USA/PR-CDC-QDX32888129/2022	2022-01-13		BA.1	OM455988	27.00	21K (Omicron)	Older	1.27	202202	North America		Homo sapiens	USA	Puerto Rico		Howard et al GQ		Quest Diagnostics Incorporated	CDC-OAMD	
PER/LSP1821/2022	2022-01-15		BA.1	ON183335	27.00	21K (Omicron)	Older	1.27	202202	South America		Homo sapiens	Peru	Peru		Kosek et al E				
PER/LSP1247/2022	2022-01-13		BA.1	ON039345	27.00	21K (Omicron)	Older	1.27	202202	South America		Homo sapiens	Peru	Peru		Kosek et al F				
PER/LSP1243/2022	2022-01-13		BA.1	ON039343	27.00	21K (Omicron)	Older	1.27	202202	South America		Homo sapiens	Peru	Peru		Kosek et al G				
PER/LSP0865/2022	2022-01-11		BA.1	OM988124	27.00	21K (Omicron)	Older	1.27	202202	South America		Homo sapiens	Peru	Peru		Kosek et al H				
PER/LSP1263/2022	2022-01-13		BA.1	ON039351	27.00	21K (Omicron)	Older	1.27	202202	South America		Homo sapiens	Peru	Peru		Kosek et al I				
NLD/EMC-Omicron-1/2021	2021-11-29		BA.1.19	OM287553	27.00	21K (Omicron)	Older	1.27	202148	Europe		Homo sapiens	Netherlands	Netherlands		GeurtsvanKessel et al B				
SouthAfrica/NHLS-UCT-GS-AF74/2021	2021-12-07		BA.1	OM739946	27.00	21K (Omicron)	Older	1.26	202149	Africa		Homo sapiens	South Africa	South Africa		Viana et al AO				
USA/GU-CDC-2-5485005/2022	2022-01-06		BA.1	OM615127	27.00	21K (Omicron)	Older	1.27	202201	North America		Homo sapiens	USA	Guam		Sheth et al BA		Guam Public Health Laboratory	CDC DVD Genomics and DIscovery Team	
OW514610	2022-01-07		BA.1	OW514610	27.00	21K (Omicron)	Older	1.27	202201	Europe		Homo sapiens	United Kingdom	United Kingdom		? X		Quadram Institute Bioscience	Quadram Institute Bioscience	
MWI/MLW001212/2022	2022-02-07		BA.1.9	ON099765	25.00	21K (Omicron)	Older	1.04	202206	Africa		Homo sapiens	Malawi	Malawi		Feasey et al T				
AUT/SKV-291/2021	2021-12-08		BA.1.17	OM019071	27.00	21K (Omicron)	Older	1.36	202149	Europe		Homo sapiens	Austria	Upper Austria		Puehringer et al F				
SouthAfrica/NHLS-UCT-GP-N220/2021	2021-12-02		BA.1.17	OM725206	27.00	21K (Omicron)	Older	1.28	202148	Africa		Homo sapiens	South Africa	South Africa		Tegally et al S				
FRA/IHUCOVID-071364-N1M/2022	2022-03-07		BA.1.17	ON313934	27.00	21K (Omicron)	Older	1.29	202210	Europe		Homo sapiens	France	France		Beye et al				
FRA/IHUCOVID-056269-Nova1/2021	2021-12-28		BA.1.17	ON268902	27.00	21K (Omicron)	Older	1.28	202152	Europe		Homo sapiens	France	France		Levasseur et al R				
SouthAfrica/NHLS-UCT-GP-N008/2021	2021-11-23		BA.1.17.2	OM725167	27.00	21K (Omicron)	Older	1.30	202147	Africa		Homo sapiens	South Africa	South Africa		Tegally et al T				
USA/CA-LACPHL-AF06386/2022	2022-01-07		BA.1.17.2	OM663073	27.00	21K (Omicron)	Older	1.30	202201	North America		Homo sapiens	USA	California		Gener et al		Torrance Memorial Medical Center	Los Angeles County Public Health Lab microbial pathogen submission group	
OW668842	2022-01-19		BA.1.17.2	OW668842	27.00	21K (Omicron)	Older	1.30	202203	Europe		Homo sapiens	Germany	Baden-Wuerttemberg		? A		MVZ Labor Dr. Limbach & Kollegen GbR, Im Breitspiel 15; 69126 Heidelberg	Robert Koch Institute	
HongKong/HKU-220213-290/2021	2021-12-26		BA.1.17.2	ON600318	27.00	21K (Omicron)	One month ago	1.30	202152	Asia		Homo sapiens	Hong Kong	Hong Kong		To et al D				
PER/LSP0790/2022	2022-01-13		BA.1	ON183267	27.00	21K (Omicron)	Older	1.24	202202	South America		Homo sapiens	Peru	Peru		Kosek et al J				
England/MILK-2E77F9A/2021	2021-12-13		BA.1	OV319121	27.00	21K (Omicron)	Older	1.26	202150	Europe		Homo sapiens	United Kingdom	England		The Lighthouse Lab in Milton et al B		Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute	
ITA/TUS-Siena5324294/2022	2022-01-17		BA.1	OM956353	27.00	21K (Omicron)	Older	1.27	202203	Europe		Homo sapiens	Italy	Italy		Cusi et al B				
MAR/FMP414/2021	2021-12-27		BA.1	OM432158	27.00	21K (Omicron)	Older	1.27	202152	Africa		Homo sapiens	Morocco	Morocco		El Mazouri et al				
BRA/RJ-NVBS11217GENOV821449394754/2021	2021-12-20		BA.1	ON583081	26.00	21K (Omicron)	One month ago	1.24	202151	South America		Homo sapiens	Brazil	Brazil		Guarischi et al CW				
BRA/SP-NVBS11092GENOV828583212616/2021	2021-12-27		BA.1	ON583173	27.00	21K (Omicron)	One month ago	1.27	202152	South America		Homo sapiens	Brazil	Brazil		Guarischi et al CX				
SouthAfrica/NHLS-UCT-GS-AF79/2021	2021-12-06		BA.1	OM739951	28.00	21K (Omicron)	Older	1.28	202149	Africa		Homo sapiens	South Africa	South Africa		Viana et al AP				
EGY/Suez-om58/2021	2021-12-09		BA.1	OL982609	28.00	21K (Omicron)	Older	1.27	202149	Africa		Homo sapiens	Egypt	Suez		Seadawy et al L				
MWI/MLW000856/2021	2021-12-21		BA.1	ON099861	27.00	21K (Omicron)	Older	1.27	202151	Africa		Homo sapiens	Malawi	Malawi		Feasey et al U				
SouthAfrica/NHLS-UCT-GP-N729/2022	2022-01-17		BA.1.21	OM725303	27.00	21K (Omicron)	Older	1.27	202203	Africa		Homo sapiens	South Africa	South Africa		Tegally et al U				
SouthAfrica/NHLS-UCT-GP-N591/2022	2022-01-10		BA.1	OM725271	28.00	21K (Omicron)	Older	1.27	202202	Africa		Homo sapiens	South Africa	South Africa		Tegally et al V				
SouthAfrica/NHLS-UCT-GP-N850/2022	2022-02-02		BA.1	ON116560	28.00	21K (Omicron)	Older	1.28	202205	Africa		Homo sapiens	South Africa	Western Cape Province		Tegally et al W		Malmesbury CDC wc MAW	University of Cape Town and National Health Laboratory Service	
PAK/JRCGR_KHI_SCV-188/2021	2021-12-31		BA.1	OM327529	27.00	21K (Omicron)	Older	1.27	202152	Asia		Homo sapiens	Pakistan	Pakistan		Nisa et al A				
AUS/A12-WW-209C/2021	2021-11-25		BA.1	OL869974	27.00	21K (Omicron)	Older	1.28	202147	Oceania		Homo sapiens	Australia	Australia		Ahmed et al		CSIRO Australia	CSIRO Land and Water	
SouthAfrica/NHLS-UCT-GS-AF42/2021	2021-11-26		BA.1	OM739918	27.00	21K (Omicron)	Older	1.27	202147	Africa		Homo sapiens	South Africa	South Africa		Viana et al AQ				
USA/TN-CDC-QDX33831711/2022	2022-02-12		BA.1.18	OM843840	27.00	21K (Omicron)	Older	1.27	202206	North America		Homo sapiens	USA	Tennessee		Howard et al GR		Quest Diagnostics Incorporated	CDC-OAMD	
USA/DE-CDC-LC0447249/2021	2021-12-27		BA.1	OM225290	27.00	21K (Omicron)	Older	1.27	202152	North America		Homo sapiens	USA	Delaware		Howard et al GS				
PAK/36980/2022	2022-02-01		BA.1	ON437575	27.00	21K (Omicron)	Older	1.27	202205	Asia		Homo sapiens	Pakistan	Sindh		Nisar et al				
MWI/MLW001208/2022	2022-02-15		BA.1	ON099767	27.00	21K (Omicron)	Older	1.27	202207	Africa		Homo sapiens	Malawi	Malawi		Feasey et al V				
MWI/MLW000905/2022	2022-01-06		BA.1	ON100030	27.00	21K (Omicron)	Older	1.27	202201	Africa		Homo sapiens	Malawi	Malawi		Feasey et al W				
Japan/SZ-NIG-216061/2021	2021-12-31		BA.1.1	BS001396	28.00	21K (Omicron)	Older	1.30	202152	Asia		Homo sapiens	Japan	Shizuoka		Nagaoka et al E				
PAK/JRCGR_KHI_SCV-193/2022	2022-01-07		BA.1.1	OM327533	28.00	21K (Omicron)	Older	1.30	202201	Asia		Homo sapiens	Pakistan	Pakistan		Nisa et al B				
NOR/Bergen-05/2022	2022-01-03		BA.1.1.1	ON222956	28.00	21K (Omicron)	Older	1.30	202201	Europe		Homo sapiens	Norway	Vestland		Brokstad et al B				
Liechtenstein/FL-Risch-2211202945/2022	2022-01-01		BA.1.1.1	OV634857	28.00	21K (Omicron)	Older	1.29	202152	Europe		Homo sapiens	Liechtenstein	Liechtenstein		? AH		Dr. Risch Ostschweiz AG, Lagerstrasse 30, 9470 Buchs	Dr. Risch	
USA/PR-CDC-ASC210858565/2022	2022-02-14		BA.1.1.1	OM854420	28.00	21K (Omicron)	Older	1.30	202207	North America		Homo sapiens	USA	Puerto Rico		Howard et al GT		Aegis Sciences Corporation	CDC-OAMD	
USA/WY-CDC-ASC210851708/2022	2022-04-04		BA.1.1	ON252357	28.00	21K (Omicron)	Older	1.32	202214	North America		Homo sapiens	USA	Wyoming	0.00	Howard et al GU		Aegis Sciences Corporation	CDC-OAMD	
USA/VA-CDC-LC0561251/2022	2022-03-07		BA.1.1	ON048383	28.00	21K (Omicron)	Older	1.31	202210	North America		Homo sapiens	USA	Virginia		Howard et al GV		Laboratory Corporation of America	CDC-OAMD	
KEN/SS7962/2022	2022-01-01		BA.1.1	ON602986	28.00	21K (Omicron)	One month ago	1.30	202152	Africa		Homo sapiens	Kenya	Kenya		Githinji et al BV				
DJI/NAMRU3_H943/2021	2021-12-22		BA.1.1	OM635176	28.00	21K (Omicron)	Older	1.30	202151	Africa		Homo sapiens	Djibouti	Djibouti		Voegtly et al D				
KEN/C113328/2021	2021-12-22		BA.1.1	ON197945	28.00	21K (Omicron)	Older	1.30	202151	Africa		Homo sapiens	Kenya	Kenya		Githinji et al BW				
DJI/NAMRU3_B529/2022	2022-01-14		BA.1.1	ON099599	28.00	21K (Omicron)	Older	1.29	202202	Africa		Homo sapiens	Djibouti	Djibouti		Voegtly et al E				
DJI/NAMRU3_CI_037/2022	2022-01-07		BA.1.1	ON099653	28.00	21K (Omicron)	Older	1.29	202201	Africa		Homo sapiens	Djibouti	Djibouti		Voegtly et al F				
DJI/NAMRU3_A162/2022	2022-01-03		BA.1.1	OM635045	28.00	21K (Omicron)	Older	1.29	202201	Africa		Homo sapiens	Djibouti	Djibouti		Voegtly et al G				
DJI/NAMRU3_B865/2022	2022-02-06		BA.1.1	ON099625	28.00	21K (Omicron)	Older	1.30	202206	Africa		Homo sapiens	Djibouti	Djibouti		Voegtly et al H				
DJI/NAMRU3_C583/2022	2022-02-06		BA.1.1	ON099650	28.00	21K (Omicron)	Older	1.30	202206	Africa		Homo sapiens	Djibouti	Djibouti		Voegtly et al I				
AUT/SKV-305/2022	2022-01-04		BA.1.1	OM424290	28.00	21K (Omicron)	Older	1.30	202201	Europe		Homo sapiens	Austria	Upper Austria		Puehringer et al G				
DJI/NAMRU3_A530/2021	2021-12-31		BA.1.1	OM635084	28.00	21K (Omicron)	Older	1.30	202152	Africa		Homo sapiens	Djibouti	Djibouti		Voegtly et al J				
KEN/SS6967/2022	2022-02-01		BA.1.1	ON198943	28.00	21K (Omicron)	Older	1.30	202205	Africa		Homo sapiens	Kenya	Kenya		Githinji et al BX				
Switzerland/AG-UHB-43364734/2022	2022-02-24		BA.1.1	OW074315	28.00	21K (Omicron)	Older	1.29	202208	Europe		Homo sapiens	Switzerland	Aargau		? AI		Clinical Virology, University Hospital Basel, Basel, Switzerland	University Hospital Basel	
DJI/NAMRU3_B860/2022	2022-02-04		BA.1.1	ON099622	28.00	21K (Omicron)	Older	1.30	202205	Africa		Homo sapiens	Djibouti	Djibouti		Voegtly et al K				
KEN/SS6026/2022	2022-02-09		BA.1.1	ON198491	28.00	21K (Omicron)	Older	1.32	202206	Africa		Homo sapiens	Kenya	Kenya		Githinji et al BY				
PER/LSP1284/2022	2022-01-13		BA.1.1	ON183275	28.00	21K (Omicron)	Older	1.30	202202	South America	BA.1.1	Homo sapiens	Peru	Peru		Kosek et al K				
THA/CONI-1982/2022	2022-01-30		BA.1.1	ON210894	28.00	21K (Omicron)	Older	1.30	202205	Asia	BA.1.1	Homo sapiens	Thailand	Bangkok		Batty et al				
USA/VA-CDC-ASC210553914/2022	2022-02-12		BA.1.1	OM835206	28.00	21K (Omicron)	Older	1.30	202206	North America	BA.1.1	Homo sapiens	USA	Virginia		Howard et al GW		Aegis Sciences Corporation	CDC-OAMD	
MNG/10011882/2022	2022-01-05		BA.1.1	OM961310	28.00	21K (Omicron)	Older	1.30	202201	Asia	BA.1.1	Homo sapiens	Mongolia	Mongolia		Enkhbat et al E				
USA/AL-UAB-GX1753/2021	2021-12-16		BA.1.1	OL966922	28.00	21K (Omicron)	Older	1.30	202150	North America	BA.1.1	Homo sapiens	USA	Alabama		Moates et al C				
USA/MD-CDC-ASC210586709/2022	2022-01-04		BA.1.1	OM369821	28.00	21K (Omicron)	Older	1.30	202201	North America	BA.1.1	Homo sapiens	USA	Maryland		Howard et al GX		Aegis Sciences Corporation	CDC-OAMD	
PER/LSP0747/2022	2022-01-11		BA.1.1	OM942676	25.00	21K (Omicron)	Older	1.06	202202	South America	BA.1.1	Homo sapiens	Peru	Peru		Kosek et al L				
USA/WY-CDC-IBX899656759328/2022	2022-01-27		BA.1.1	OM572294	25.00	21K (Omicron)	Older	1.05	202204	North America	BA.1.1	Homo sapiens	USA	Wyoming		Howard et al GY		Infinity Biologix	CDC-OAMD	
USA/LA-CDC-STM-QAV22GZ9Z/2022	2022-03-02		BA.1.1	ON020390	28.00	21K (Omicron)	Older	1.30	202209	North America	BA.1.1	Homo sapiens	USA	Louisiana		Howard et al GZ		'Helix'	CDC-OAMD	
USA/MA-CDCBI-CRSP_Q3EA3I3SVZZ46XYD/2021	2021-12-29		BA.1.1	OM186612	28.00	21K (Omicron)	Older	1.30	202152	North America	BA.1.1	Homo sapiens	USA	Massachusetts		Lemieux et al U		Broad Institute Clinical Research Sequencing Platform	Broad Institute Genomic Center for Infectious Diseases	
USA/PA-CDC-ASC210857480/2022	2022-02-14		BA.1.1	OM853810	28.00	21K (Omicron)	Older	1.29	202207	North America	BA.1.1	Homo sapiens	USA	Pennsylvania		Howard et al HA		Aegis Sciences Corporation	CDC-OAMD	
WestBank/MH_2201_1147_S20/2022	2022-01-16		BA.1.1	ON375764	25.00	21K (Omicron)	Older	1.22	202203	Asia	BA.1.1	Homo sapiens	Palestine	West Bank		Nasereddin et al B				
SYC/SS7503/2021	2021-12-31		BA.1.1	ON603331	28.00	21K (Omicron)	One month ago	1.29	202152	Africa	BA.1.1	Homo sapiens	Seychelles	Seychelles		Githinji et al BZ				
SYC/SS7762/2022	2022-02-01		BA.1.1	ON603457	29.00	21K (Omicron)	One month ago	1.29	202205	Africa	BA.1.1	Homo sapiens	Seychelles	Seychelles		Githinji et al CA				
HongKong/HKU-344/2021	2021-11-27		BA.1.1	OM212473	28.00	21K (Omicron)	Older	1.30	202147	Asia	BA.1.1	Homo sapiens	Hong Kong	Hong Kong		To et al E				
Liechtenstein/FL-Risch-2240400158/2022	2022-03-21		BA.1.1.14	OW407672	28.00	21K (Omicron)	Older	1.29	202212	Europe	BA.1.1	Homo sapiens	Liechtenstein	Liechtenstein		? AJ		Dr. Risch Ostschweiz AG, Lagerstrasse 30, 9470 Buchs	Dr. Risch	
Japan/SZ-NIG-4-C403/2022	2022-01-10		BA.1.1.2	BS002355	28.00	21K (Omicron)	Older	1.29	202202	Asia	BA.1.1	Homo sapiens	Japan	Shizuoka		Tsuchiya et al A				
USA/HI-CDC-QDX33397994/2022	2022-01-27		BA.1.1.2	OM665648	28.00	21K (Omicron)	Older	1.29	202204	North America	BA.1.1	Homo sapiens	USA	Hawaii		Howard et al HB		Quest Diagnostics Incorporated	CDC-OAMD	
Japan/SZ-NIG-Y214073/2022	2022-03-14		BA.1.1.2	BS004185	28.00	21K (Omicron)	Older	1.30	202211	Asia	BA.1.1	Homo sapiens	Japan	Shizuoka		Nagaoka et al F				
Japan/SZ-NIG-4-C2645/2022	2022-02-02		BA.1.1.2	BS003426	28.00	21K (Omicron)	Older	1.30	202205	Asia	BA.1.1	Homo sapiens	Japan	Shizuoka		Tsuchiya et al B				
SYC/SS7687/2022	2022-01-17		BA.1.1	ON603426	28.00	21K (Omicron)	One month ago	1.30	202203	Africa	BA.1.1	Homo sapiens	Seychelles	Seychelles		Githinji et al CB				
USA/4122910/2022	2022-03-31		BA.1.1	ON496348	27.00	21K (Omicron)	Older	1.26	202213	North America	BA.1.1	Homo sapiens	USA	Idaho		Hudon et al				
USA/PA-BOL-M22017380/2022	2022-01-12		BA.1.1.18	OM362962	28.00	21K (Omicron)	Older	1.29	202202	North America	BA.1.1	Homo sapiens	USA	Pennsylvania		Xia et al		Pennsylvania Department of Health Bureau of Laboratories	PA Department of Health Bureau of Laboratories Submission Group	
USA/V03596/2022	2022-02-19		BA.1.1.18	ON357771	28.00	21K (Omicron)	Older	1.30	202207	North America	BA.1.1	Homo sapiens	USA	Arkansas		Boyanton et al A		University of Arkansas for Medical Sciences	University of Arkansas Medical Sciences/Arkansas Children's Hospital	
TWN/CGMH-CGU-130/2022	2022-01-01		BA.1.1.18	ON005358	28.00	21K (Omicron)	Older	1.30	202152	Asia	BA.1.1	Homo sapiens	Taiwan	Taiwan		Tsao et al N				
USA/MO-CDC-ASC210700759/2022	2022-02-08		BA.1.1.18	OM815628	28.00	21K (Omicron)	Older	1.30	202206	North America	BA.1.1	Homo sapiens	USA	Missouri		Howard et al HC		Aegis Sciences Corporation	CDC-OAMD	
USA/DE-CDC-ASC210720070/2022	2022-03-25		BA.1.1.18	ON234581	28.00	21K (Omicron)	Older	1.30	202212	North America	BA.1.1	Homo sapiens	USA	Delaware		Howard et al HD		Aegis Sciences Corporation	CDC-OAMD	
OW497885	2022-02-09		BA.1.1	OW497885	28.00	21K (Omicron)	Older	1.31	202206	Europe	BA.1.1	Homo sapiens	United Kingdom	United Kingdom		? X		West of Scotland Specialist Virology Centre, NHSGGC / MRC-University of Glasgow Centre for Virus Research	West of Scotland Specialist Virology Centre, NHSGGC / MRC-University of Glasgow Centre for Virus Res	
USA/AL-CDC-LC0532502/2022	2022-02-08		BA.1.1	OM788030	28.00	21K (Omicron)	Older	1.30	202206	North America	BA.1.1	Homo sapiens	USA	Alabama		Howard et al HE		Laboratory Corporation of America	CDC-OAMD	
USA/MA-CDCBI-CRSP_VBBOK5PS7WSIFCMR/2022	2022-02-09		BA.1.1	OM752854	28.00	21K (Omicron)	Older	1.30	202206	North America	BA.1.1	Homo sapiens	USA	Massachusetts		Lemieux et al V		Broad Institute Clinical Research Sequencing Platform	Broad Institute Genomic Center for Infectious Diseases	
USA/UT-CDC-ASC210823364/2022	2022-02-22		BA.1.1	OM911878	28.00	21K (Omicron)	Older	1.30	202208	North America	BA.1.1	Homo sapiens	USA	Utah		Howard et al HF		Aegis Sciences Corporation	CDC-OAMD	
OW540493	2022-02-17		BA.1.1	OW540493	28.00	21K (Omicron)	Older	1.30	202207	Europe	BA.1.1	Homo sapiens	Germany	Baden-Wuerttemberg		? A		Eurofins LifeCodexx GmbH, Line-Eid-Strasse 3; 78467 Konstanz	Robert Koch Institute	
OW091830	2022-01-17		BA.1.1	OW091830	27.00	21K (Omicron)	Older	1.28	202203	Europe	BA.1.1	Homo sapiens	Slovakia	Slovakia		? O		Laboratory of Genomics and Bioinformatics, Comenius University Science Park	Laboratory of Genomics and Bioinformatics, Comenius University Science Park	
